BuildingType,PrimaryPropertyType,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,GHGEmissionsIntensity,Building_Age,Emissions_per_Surface,Energy_per_Surface,GFA-1use_ratio,GFA_per_Floor,Emissions_per_floor,Energy_per_floor,Elec_ratio,steam_ratio,NGas_ratio,District
NonResidential,Small- and Mid-Sized Office,2,20028,0,95.0,0.71,87,0.0,25.55,1.0,10014.0,7.11,255898.7,0.7,0.3,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,7,23622,0,100.0,0.42,116,0.0,23.37,1.11,3374.57,1.42,78858.21,0.76,0.0,0.24,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,23563,0,67.0,0.26,114,0.0,37.48,0.86,7854.33,2.05,294399.23,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Mixed Use Property,3,28600,0,0.0,0.85,113,0.0,37.16,0.42,9533.33,8.08,354240.88,0.66,0.0,0.34,CENTRAL CITY
NonResidential,Mixed Use Property,2,38539,12379,55.0,0.4,38,0.0,56.72,0.4,19269.5,7.62,1093009.25,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,5,26840,0,24.0,0.52,110,0.0,74.12,1.08,5368.0,2.77,397857.4,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Retail Store,2,46800,0,86.0,0.19,110,0.0,26.61,0.77,23400.0,4.34,622593.75,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,63990,26640,51.0,0.23,37,0.0,32.31,0.61,21330.0,4.88,689117.5,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,28800,0,50.0,1.0,108,0.0,46.7,0.75,9600.0,9.6,448341.92,0.69,0.0,0.31,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,33552,4968,75.0,1.8,62,0.0,50.58,0.79,11184.0,20.14,565659.58,0.38,0.0,0.62,CENTRAL CITY
NonResidential,Retail Store,2,26270,0,32.0,1.29,85,0.0,59.4,1.0,13135.0,16.89,780230.88,0.68,0.0,0.32,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,57620,7820,50.0,0.29,90,0.0,41.4,0.86,19206.67,5.54,795131.67,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Mixed Use Property,2,28696,6080,0.0,0.1,62,0.0,14.58,0.45,14348.0,1.46,209174.25,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Other,5,57800,0,87.0,1.15,26,0.0,42.27,1.0,11560.0,13.26,488613.05,0.56,0.0,0.44,CENTRAL CITY
NonResidential,Other,2,31890,0,2.0,0.41,61,0.0,58.27,0.98,15945.0,6.48,929112.31,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,2,44098,13660,53.0,0.95,91,0.0,32.7,0.59,22049.0,20.84,720950.25,0.69,0.31,0.0,CENTRAL CITY
NonResidential,Retail Store,3,22381,0,0.0,5.66,93,0.01,157.86,1.0,7460.33,42.26,1177655.5,0.37,0.0,0.63,CENTRAL CITY
NonResidential,Retail Store,1,24825,1263,0.0,0.45,91,0.0,17.7,0.56,24825.0,11.14,439521.09,0.6,0.0,0.4,CENTRAL CITY
NonResidential,Large Office,4,26670,0,51.0,0.41,64,0.0,58.24,1.0,6667.5,2.71,388302.09,1.0,0.0,0.0,CENTRAL CITY
Nonresidential COS,Other,2,37740,0,0.0,2.28,94,0.0,82.03,1.03,18870.0,43.01,1547941.0,0.55,0.0,0.45,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,1,23752,0,0.0,1.28,51,0.0,44.93,0.6,23752.0,30.33,1067153.75,0.54,0.0,0.46,CENTRAL CITY
NonResidential,Other,4,44416,0,61.0,1.64,49,0.0,60.1,1.19,11104.0,18.2,667391.06,0.56,0.0,0.44,CENTRAL CITY
NonResidential,Mixed Use Property,2,33792,22867,0.0,0.91,10,0.0,75.4,0.27,16896.0,15.3,1273924.0,0.89,0.0,0.11,CENTRAL CITY
SPS-District K-12,K-12 School,1,35805,0,100.0,0.32,15,0.0,12.05,1.0,35805.0,11.54,431471.69,0.57,0.0,0.43,NORTH END
NonResidential,Other,2,45991,0,77.0,0.79,88,0.0,24.91,1.0,22995.5,18.22,572767.88,0.46,0.0,0.54,NORTH END
NonResidential,Small- and Mid-Sized Office,2,20384,0,16.0,0.68,27,0.0,87.87,1.23,10192.0,6.96,895535.69,0.98,0.0,0.02,NORTH END
NonResidential,Retail Store,2,39265,0,0.0,1.2,60,0.0,133.42,0.81,19632.5,23.56,2619401.5,0.96,0.0,0.04,NORTH END
NonResidential,Retail Store,2,54284,0,18.0,1.17,60,0.0,124.87,0.97,27142.0,31.8,3389347.0,0.95,0.0,0.05,NORTH END
NonResidential,Retail Store,1,23409,0,67.0,1.21,60,0.0,108.74,0.94,23409.0,28.41,2545405.0,0.91,0.0,0.09,NORTH END
NonResidential,Retail Store,1,63153,0,0.0,0.75,19,0.0,73.54,0.94,63153.0,47.66,4644178.0,0.93,0.0,0.07,NORTH END
NonResidential,Other,2,24100,0,91.0,1.93,55,0.0,65.87,1.28,12050.0,23.28,793727.38,0.52,0.0,0.48,NORTH END
NonResidential,Retail Store,3,33600,0,0.0,3.04,93,0.0,133.2,0.57,11200.0,34.0,1491883.33,0.66,0.0,0.34,CENTRAL CITY
NonResidential,Other,4,32356,0,81.0,2.32,89,0.0,57.4,0.8,8089.0,18.73,464288.69,0.52,0.48,0.0,CENTRAL CITY
NonResidential,Other,7,61180,12960,24.0,2.06,56,0.0,65.28,1.0,8740.0,18.04,570559.04,0.47,0.0,0.53,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,5,43506,11250,51.0,2.28,38,0.0,79.54,0.75,8701.2,19.83,692055.1,0.53,0.0,0.47,CENTRAL CITY
NonResidential,Other,2,21393,0,57.0,1.53,68,0.0,39.54,1.0,10696.5,16.32,422980.69,0.31,0.0,0.69,NORTH END
NonResidential,Mixed Use Property,2,47560,0,80.0,0.7,26,0.0,23.81,0.49,23780.0,16.61,566244.81,0.52,0.0,0.48,SOUTH END
NonResidential,University,3,28800,0,0.0,0.29,106,0.0,24.9,1.0,9600.0,2.82,239018.79,0.9,0.0,0.1,CENTRAL CITY
NonResidential,K-12 School,2,21600,0,72.0,1.8,59,0.0,58.4,1.0,10800.0,19.43,630768.38,0.48,0.0,0.52,CENTRAL CITY
NonResidential,K-12 School,3,22860,0,43.0,0.28,21,0.0,40.73,1.0,7620.0,2.16,310382.88,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Other,1,26366,0,88.0,1.22,44,0.0,33.68,1.0,26366.0,32.22,888031.88,0.36,0.0,0.64,NORTH END
NonResidential,Other,2,21732,0,2.0,1.09,51,0.0,39.59,1.0,10866.0,11.8,430182.09,0.56,0.0,0.44,SOUTH END
NonResidential,Mixed Use Property,1,21060,0,0.0,0.32,71,0.0,16.63,0.5,21060.0,6.69,350264.59,0.74,0.0,0.26,NORTH END
NonResidential,Mixed Use Property,4,20539,0,0.0,1.82,56,0.0,81.72,0.36,5134.75,9.33,419614.69,0.67,0.0,0.33,NORTH END
SPS-District K-12,K-12 School,1,38624,0,83.0,1.0,58,0.0,36.87,1.07,38624.0,38.78,1424157.25,0.56,0.0,0.44,NORTH END
NonResidential,Retail Store,3,32960,0,71.0,0.17,116,0.0,24.69,1.0,10986.67,1.89,271213.67,1.0,0.0,0.0,NORTH END
NonResidential,Other,3,29636,0,0.0,0.16,95,0.0,23.24,0.85,9878.67,1.6,229547.27,1.0,0.0,0.0,NORTH END
NonResidential,Other,3,20571,0,72.0,0.24,86,0.0,34.82,1.0,6857.0,1.66,238759.9,1.0,0.0,0.0,NORTH END
NonResidential,Other,2,47992,0,17.0,2.47,90,0.0,63.35,0.79,23996.0,59.18,1520097.75,0.31,0.0,0.69,NORTH END
Campus,K-12 School,3,21500,0,44.0,9.43,27,0.01,311.12,4.47,7166.67,67.55,2229728.0,0.49,0.0,0.51,NORTH END
NonResidential,Small- and Mid-Sized Office,2,84116,26497,68.0,0.24,4,0.0,31.41,0.65,42058.0,10.04,1320840.88,0.99,0.0,0.01,CENTRAL CITY
SPS-District K-12,K-12 School,1,55206,0,75.0,1.12,45,0.0,42.49,1.0,55206.0,61.84,2345752.5,0.58,0.0,0.42,SOUTH END
NonResidential,Mixed Use Property,2,38784,0,0.0,0.67,9,0.0,47.47,0.43,19392.0,13.06,920577.12,0.84,0.0,0.16,NORTH END
NonResidential,Other,2,41790,0,0.0,0.8,47,0.0,52.1,0.52,20895.0,16.68,1088537.5,0.82,0.0,0.18,SOUTH END
NonResidential,Small- and Mid-Sized Office,5,39960,0,77.0,1.25,116,0.0,54.52,0.93,7992.0,10.0,435738.1,0.65,0.0,0.35,CENTRAL CITY
NonResidential,Other,11,36240,0,98.0,3.34,90,0.0,59.27,1.0,3294.55,10.99,195269.84,0.21,0.54,0.25,CENTRAL CITY
NonResidential,Other,3,39320,6960,0.0,3.7,94,0.0,77.39,1.0,13106.67,48.49,1014291.83,0.31,0.38,0.3,CENTRAL CITY
NonResidential,Other,5,41536,0,0.0,0.46,108,0.0,65.85,1.0,8307.2,3.81,547033.2,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Other,6,35820,0,94.0,3.65,107,0.0,92.73,1.0,5970.0,21.76,553600.5,0.3,0.0,0.7,CENTRAL CITY
NonResidential,K-12 School,2,33462,0,76.0,5.54,94,0.01,119.16,1.73,16731.0,92.62,1993607.75,0.14,0.0,0.86,SOUTH END
NonResidential,K-12 School,3,49744,0,98.0,1.79,51,0.0,42.15,1.0,16581.33,29.76,698945.17,0.23,0.0,0.77,SOUTH END
NonResidential,Other,2,37816,0,60.0,1.15,93,0.0,37.32,0.51,18908.0,21.72,705652.75,0.48,0.0,0.52,SOUTH END
NonResidential,Mixed Use Property,2,23315,0,0.0,1.5,90,0.0,58.07,0.33,11657.5,17.52,677000.31,0.59,0.0,0.41,SOUTH END
NonResidential,Mixed Use Property,2,20700,0,0.0,9.11,86,0.01,206.08,0.33,10350.0,94.34,2132907.5,0.19,0.0,0.81,SOUTH END
NonResidential,Other,1,41521,13124,0.0,2.41,68,0.0,80.53,0.63,41521.0,100.21,3343550.0,0.5,0.0,0.5,SOUTH END
NonResidential,Retail Store,2,25762,0,100.0,0.52,70,0.0,74.0,1.0,12881.0,6.64,953192.44,1.0,0.0,0.0,SOUTH END
NonResidential,Other,1,33334,0,0.0,6.31,32,0.01,183.55,1.5,33334.0,210.3,6118300.5,0.41,0.0,0.59,SOUTH END
NonResidential,Small- and Mid-Sized Office,3,43387,0,60.0,0.79,35,0.0,61.93,1.04,14462.33,11.38,895588.33,0.88,0.0,0.12,SOUTH END
NonResidential,Mixed Use Property,1,39350,0,0.0,0.05,37,0.0,6.79,0.49,39350.0,1.86,267135.09,1.0,0.0,0.0,NORTH END
NonResidential,Other,1,22405,0,0.0,6.01,67,0.01,156.14,0.49,22405.0,134.57,3498214.75,0.32,0.0,0.68,NORTH END
SPS-District K-12,Other,1,32590,0,0.0,1.32,3,0.0,41.79,1.0,32590.0,43.13,1361794.25,0.46,0.0,0.54,NORTH END
NonResidential,Warehouse,1,37500,0,36.0,0.35,31,0.0,48.31,1.64,37500.0,13.16,1811506.38,0.99,0.0,0.01,SOUTH END
NonResidential,Large Office,2,39000,0,25.0,0.87,26,0.0,67.06,1.0,19500.0,16.96,1307623.88,0.87,0.0,0.13,CENTRAL CITY
NonResidential,Other,1,22180,0,0.0,6.63,92,0.01,229.44,0.63,22180.0,147.0,5089083.0,0.53,0.0,0.47,SOUTH END
SPS-District K-12,K-12 School,1,51704,0,62.0,0.81,45,0.0,34.8,1.0,51704.0,41.68,1799402.75,0.65,0.0,0.35,SOUTH END
NonResidential,Other,1,25920,0,0.0,0.48,47,0.0,47.06,0.74,25920.0,12.48,1219744.75,0.93,0.0,0.07,SOUTH END
NonResidential,Warehouse,1,25480,0,0.0,0.2,63,0.0,29.09,1.0,25480.0,5.17,741287.19,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,2,31000,0,0.0,0.64,46,0.0,74.23,1.0,15500.0,9.96,1150521.88,0.96,0.0,0.04,SOUTH END
NonResidential,Small- and Mid-Sized Office,1,29740,0,57.0,0.67,55,0.0,49.33,0.6,29740.0,19.82,1467060.25,0.86,0.0,0.14,SOUTH END
NonResidential,Other,1,23236,0,0.0,0.56,62,0.0,18.67,0.89,23236.0,13.02,433871.0,0.5,0.0,0.5,SOUTH END
NonResidential,Small- and Mid-Sized Office,3,38075,0,0.0,0.5,7,0.0,50.47,0.76,12691.67,6.35,640600.42,0.94,0.0,0.06,SOUTH END
NonResidential,Small- and Mid-Sized Office,2,39170,0,81.0,1.61,46,0.0,54.4,0.91,19585.0,31.53,1065336.88,0.51,0.0,0.49,SOUTH END
Nonresidential COS,Other,1,36070,0,0.0,0.28,39,0.0,39.97,1.85,36070.0,10.05,1441665.38,1.0,0.0,0.0,SOUTH END
NonResidential,Retail Store,1,20000,0,75.0,0.19,102,0.0,27.89,1.0,20000.0,3.89,557863.69,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,2,32400,0,91.0,0.05,61,0.0,7.67,1.01,16200.0,0.86,124308.0,1.0,0.0,0.0,SOUTH END
Nonresidential COS,Other,1,27247,0,0.0,3.05,68,0.0,85.62,0.53,27247.0,83.1,2332996.5,0.38,0.0,0.62,NORTH END
NonResidential,Other,1,26680,0,92.0,0.06,61,0.0,9.13,1.27,26680.0,1.7,243518.2,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,31521,0,6.0,1.96,63,0.0,56.73,1.0,31521.0,61.71,1788148.0,0.4,0.0,0.6,SOUTH END
NonResidential,Warehouse,1,24000,0,0.0,1.94,65,0.0,52.38,0.85,24000.0,46.64,1257033.5,0.35,0.0,0.65,SOUTH END
NonResidential,Warehouse,1,21900,0,0.0,3.0,64,0.0,60.9,1.0,21900.0,65.65,1333637.62,0.08,0.0,0.92,SOUTH END
NonResidential,Warehouse,1,38005,0,0.0,0.28,55,0.0,19.79,0.57,38005.0,10.75,752093.62,0.84,0.0,0.16,SOUTH END
NonResidential,Other,1,35579,0,72.0,1.1,18,0.0,30.82,1.0,35579.0,39.05,1096646.25,0.38,0.0,0.62,SOUTH END
NonResidential,Other,1,49950,0,77.0,0.03,41,0.0,4.78,1.0,49950.0,1.67,238969.7,1.0,0.0,0.0,SOUTH END
SPS-District K-12,K-12 School,3,62078,0,97.0,0.82,15,0.0,31.49,1.0,20692.67,16.9,651671.17,0.59,0.0,0.41,CENTRAL CITY
NonResidential,Other,2,22612,0,87.0,1.4,69,0.0,32.34,1.0,11306.0,15.8,365660.91,0.21,0.0,0.79,NORTH END
NonResidential,Other,2,38787,0,0.0,1.74,40,0.0,82.62,1.0,19393.5,33.76,1602342.75,0.69,0.0,0.31,NORTH END
NonResidential,Warehouse,2,50368,0,0.0,0.57,28,0.0,14.96,1.0,25184.0,14.29,376637.59,0.33,0.0,0.67,NORTH END
NonResidential,Warehouse,1,30545,0,12.0,2.01,78,0.0,51.63,0.77,30545.0,61.53,1577040.88,0.31,0.0,0.69,SOUTH END
NonResidential,K-12 School,3,32691,0,99.0,0.91,94,0.0,29.73,1.03,10897.0,9.94,323996.77,0.49,0.0,0.51,NORTH END
NonResidential,Other,2,24227,0,55.0,1.96,53,0.0,44.85,1.08,12113.5,23.8,543339.06,0.2,0.0,0.8,NORTH END
NonResidential,Other,1,27000,0,61.0,0.7,60,0.0,24.12,1.0,27000.0,18.85,651293.31,0.52,0.0,0.48,SOUTH END
SPS-District K-12,K-12 School,3,95501,0,88.0,0.66,17,0.0,31.52,1.0,31833.67,20.98,1003322.33,0.7,0.0,0.3,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,2,21183,0,99.0,0.12,59,0.0,17.07,0.66,10591.5,1.26,180771.05,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,29392,3834,91.0,0.21,55,0.0,25.71,1.0,9797.33,2.06,251872.73,0.97,0.0,0.03,CENTRAL CITY
NonResidential,Large Office,5,137738,55504,62.0,0.24,31,0.0,34.16,0.56,27547.6,6.56,940987.3,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Large Office,5,206126,79284,98.0,0.35,3,0.0,21.78,0.49,41225.2,14.45,897932.2,0.8,0.0,0.2,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,2,20500,0,48.0,0.55,116,0.0,64.69,1.0,10250.0,5.64,663089.06,0.97,0.0,0.03,CENTRAL CITY
NonResidential,Other,2,25521,0,82.0,0.61,86,0.0,23.71,1.0,12760.5,7.74,302593.16,0.6,0.0,0.4,NORTH END
NonResidential,K-12 School,1,23190,0,79.0,2.94,30,0.0,73.55,1.0,23190.0,68.14,1705515.25,0.29,0.0,0.71,NORTH END
NonResidential,Small- and Mid-Sized Office,1,20678,0,98.0,1.58,56,0.0,37.25,1.12,20678.0,32.63,770333.0,0.23,0.0,0.77,NORTH END
NonResidential,K-12 School,3,28820,0,43.0,3.69,94,0.0,90.07,1.17,9606.67,35.48,865261.17,0.26,0.0,0.74,NORTH END
NonResidential,Other,2,27876,0,69.0,2.47,62,0.0,65.65,1.61,13938.0,34.48,914990.69,0.33,0.0,0.67,SOUTH END
SPS-District K-12,K-12 School,1,48789,0,94.0,0.6,91,0.0,26.61,1.0,48789.0,29.41,1298307.62,0.66,0.0,0.34,NORTH END
SPS-District K-12,K-12 School,1,33105,0,79.0,2.11,91,0.0,52.12,1.0,33105.0,69.77,1725336.25,0.27,0.0,0.73,SOUTH END
NonResidential,Warehouse,1,22320,0,62.0,0.14,39,0.0,19.67,1.0,22320.0,3.06,439065.91,1.0,0.0,0.0,SOUTH END
NonResidential,Small- and Mid-Sized Office,2,40029,0,69.0,0.26,34,0.0,36.77,0.79,20014.5,5.13,735957.12,1.0,0.0,0.0,SOUTH END
NonResidential,Small- and Mid-Sized Office,2,28304,0,67.0,0.31,46,0.0,44.85,0.96,14152.0,4.42,634683.75,1.0,0.0,0.0,SOUTH END
NonResidential,Other,1,26400,0,0.0,0.12,46,0.0,17.14,0.78,26400.0,3.16,452612.5,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,27680,0,0.0,2.34,48,0.0,64.25,0.9,27680.0,64.81,1778431.75,0.36,0.0,0.64,SOUTH END
NonResidential,Small- and Mid-Sized Office,2,25872,0,0.0,1.77,47,0.0,69.08,0.9,12936.0,22.9,893559.5,0.6,0.0,0.4,SOUTH END
NonResidential,Small- and Mid-Sized Office,2,25872,0,41.0,3.17,47,0.0,92.74,0.97,12936.0,40.98,1199676.75,0.41,0.0,0.59,SOUTH END
NonResidential,Small- and Mid-Sized Office,2,21436,0,95.0,0.17,58,0.0,24.94,1.0,10718.0,1.86,267351.84,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Mixed Use Property,1,20233,0,0.0,0.9,18,0.0,31.15,0.36,20233.0,18.16,630250.12,0.53,0.0,0.47,NORTH END
NonResidential,Small- and Mid-Sized Office,4,39926,12400,0.0,0.36,10,0.0,25.32,0.61,9981.5,3.62,252741.92,0.84,0.0,0.16,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,31417,8110,94.0,0.89,31,0.0,35.85,0.84,10472.33,9.36,375385.75,0.61,0.0,0.39,CENTRAL CITY
NonResidential,Warehouse,6,46580,0,0.0,0.11,88,0.0,15.25,1.0,7763.33,0.82,118379.23,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Retail Store,2,25920,0,5.0,0.13,100,0.0,18.47,1.0,12960.0,1.67,239345.05,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Retail Store,2,25920,0,93.0,0.53,97,0.0,39.03,1.5,12960.0,6.86,505833.75,0.86,0.0,0.14,CENTRAL CITY
NonResidential,Other,8,61721,0,93.0,0.6,106,0.0,46.94,0.0,7715.12,4.62,362134.97,0.87,0.0,0.13,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,2,25920,0,75.0,1.79,97,0.0,69.21,0.93,12960.0,23.24,896925.69,0.59,0.0,0.41,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,4,39760,0,92.0,3.77,91,0.0,62.35,1.0,9940.0,37.48,619740.0,0.21,0.7,0.09,CENTRAL CITY
NonResidential,Other,3,30971,0,0.0,3.06,96,0.0,91.16,1.0,10323.67,31.62,941061.33,0.47,0.08,0.45,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,22667,0,1.0,6.55,70,0.01,166.19,1.0,7555.67,49.52,1255711.67,0.52,0.44,0.04,CENTRAL CITY
NonResidential,Warehouse,2,33840,0,0.0,1.8,89,0.0,65.83,0.55,16920.0,30.44,1113819.12,0.56,0.0,0.44,CENTRAL CITY
NonResidential,Mixed Use Property,3,41827,9226,0.0,2.63,15,0.0,100.26,0.34,13942.33,36.72,1397790.33,0.58,0.0,0.42,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,5,33740,6010,79.0,0.27,15,0.0,38.28,0.47,6748.0,1.8,258281.05,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Retail Store,2,20516,0,98.0,2.05,105,0.0,49.8,0.49,10258.0,21.02,510898.31,0.26,0.0,0.74,CENTRAL CITY
NonResidential,Retail Store,3,27480,0,88.0,0.31,110,0.0,44.22,0.81,9160.0,2.82,405052.08,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Mixed Use Property,1,46958,0,95.0,0.65,69,0.0,38.73,0.86,46958.0,30.32,1818867.88,0.79,0.0,0.21,CENTRAL CITY
NonResidential,Other,1,26532,0,5.0,2.51,32,0.0,72.9,1.0,26532.0,66.53,1934224.25,0.41,0.0,0.59,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,2,22388,0,0.0,0.42,35,0.0,25.75,0.88,11194.0,4.73,288202.56,0.8,0.0,0.2,CENTRAL CITY
NonResidential,Other,1,30730,0,0.0,2.39,47,0.0,99.27,1.0,30730.0,73.52,3050455.25,0.63,0.0,0.37,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,2,35600,0,47.0,0.52,30,0.0,61.04,1.03,17800.0,9.17,1086571.88,0.97,0.0,0.03,CENTRAL CITY
NonResidential,Other,3,62000,0,81.0,1.33,67,0.0,29.03,0.92,20666.67,27.45,599888.04,0.16,0.0,0.84,NORTH END
NonResidential,Small- and Mid-Sized Office,2,23600,0,82.0,0.23,35,0.0,32.89,1.0,11800.0,2.7,388124.34,1.0,0.0,0.0,NORTH END
NonResidential,Small- and Mid-Sized Office,3,40067,0,43.0,0.4,30,0.0,57.5,1.0,13355.67,5.35,767910.92,1.0,0.0,0.0,NORTH END
NonResidential,Small- and Mid-Sized Office,3,26419,6922,67.0,0.28,27,0.0,40.69,1.0,8806.33,2.5,358329.67,1.0,0.0,0.0,NORTH END
NonResidential,Small- and Mid-Sized Office,3,25262,0,54.0,0.94,37,0.0,58.17,1.0,8420.67,7.95,489852.08,0.8,0.0,0.2,NORTH END
NonResidential,Other,3,53103,0,0.0,0.72,20,0.0,91.86,0.73,17701.0,12.71,1625986.33,0.98,0.0,0.02,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,34106,0,57.0,0.33,36,0.0,47.47,0.96,11368.67,3.76,539725.71,1.0,0.0,0.0,NORTH END
NonResidential,Small- and Mid-Sized Office,3,34545,0,29.0,0.47,36,0.0,66.98,1.0,11515.0,5.38,771326.25,1.0,0.0,0.0,NORTH END
NonResidential,Small- and Mid-Sized Office,3,70296,0,86.0,0.28,36,0.0,39.58,1.0,23432.0,6.46,927355.5,1.0,0.0,0.0,NORTH END
NonResidential,Small- and Mid-Sized Office,4,27838,0,77.0,0.3,114,0.0,43.74,1.0,6959.5,2.12,304377.28,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Other,2,28368,0,0.0,1.06,45,0.0,65.43,1.24,14184.0,15.01,928115.31,0.8,0.0,0.2,SOUTH END
NonResidential,Other,2,92080,0,0.0,1.38,52,0.0,55.98,1.0,46040.0,63.55,2577545.25,0.62,0.0,0.38,NORTH END
NonResidential,Other,1,20236,0,0.0,2.45,55,0.0,97.11,1.0,20236.0,49.58,1965182.25,0.6,0.0,0.4,NORTH END
NonResidential,Small- and Mid-Sized Office,2,39815,0,62.0,1.01,65,0.0,51.5,0.68,19907.5,20.11,1025300.38,0.73,0.0,0.27,NORTH END
Nonresidential COS,Other,4,25557,0,0.0,0.62,46,0.0,89.23,1.0,6389.25,3.98,570088.12,1.0,0.0,0.0,NORTH END
Nonresidential COS,Other,2,26994,0,0.0,4.55,58,0.0,113.98,0.6,13497.0,61.36,1538406.62,0.29,0.0,0.71,NORTH END
NonResidential,Warehouse,1,48112,0,73.0,0.22,44,0.0,30.89,1.0,48112.0,10.36,1485945.88,1.0,0.0,0.0,NORTH END
NonResidential,Other,1,20909,0,0.0,1.57,7,0.0,57.78,0.91,20909.0,32.86,1208029.25,0.56,0.0,0.44,NORTH END
NonResidential,Small- and Mid-Sized Office,2,42793,16518,27.0,0.29,15,0.0,41.41,0.61,21396.5,6.18,886094.25,1.0,0.0,0.0,NORTH END
NonResidential,Other,2,45000,0,0.0,3.93,9,0.0,131.38,1.0,22500.0,88.4,2956033.0,0.5,0.0,0.5,NORTH END
NonResidential,Retail Store,1,26115,0,43.0,1.41,18,0.0,64.69,1.0,26115.0,36.74,1689372.62,0.68,0.0,0.32,NORTH END
NonResidential,Other,1,26033,0,78.0,1.74,67,0.0,44.14,1.15,26033.0,45.33,1149140.25,0.3,0.0,0.7,NORTH END
NonResidential,K-12 School,4,48660,0,82.0,1.27,9,0.0,38.67,1.02,12165.0,15.5,470379.03,0.44,0.0,0.56,NORTH END
NonResidential,Retail Store,2,26400,0,36.0,0.65,96,0.0,37.26,0.55,13200.0,8.56,491797.94,0.77,0.0,0.23,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,38148,0,98.0,0.23,98,0.0,33.09,0.99,12716.0,2.93,420751.92,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Mixed Use Property,2,28800,0,0.0,0.44,88,0.0,15.87,0.5,14400.0,6.38,228476.5,0.55,0.0,0.45,CENTRAL CITY
NonResidential,Other,5,31945,0,4.0,0.39,61,0.0,56.55,1.0,6389.0,2.52,361293.6,1.0,0.0,0.0,NORTH END
NonResidential,Small- and Mid-Sized Office,5,85963,33055,43.0,0.36,31,0.0,52.13,0.62,17192.6,6.25,896192.2,1.0,0.0,0.0,NORTH END
NonResidential,Retail Store,4,34680,0,92.0,0.76,116,0.0,33.74,1.0,8670.0,6.6,292487.22,0.66,0.0,0.34,CENTRAL CITY
NonResidential,Other,3,75058,34510,24.0,3.3,48,0.0,74.44,1.0,25019.33,82.66,1862449.0,0.19,0.0,0.81,CENTRAL CITY
NonResidential,Retail Store,1,36504,0,2.0,0.57,101,0.0,57.55,0.44,36504.0,20.76,2100982.75,0.94,0.0,0.06,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,6,35200,0,8.0,0.59,109,0.0,85.18,1.0,5866.67,3.48,499701.38,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,5,35840,0,83.0,1.35,109,0.0,42.93,1.0,7168.0,9.67,307750.12,0.47,0.0,0.53,CENTRAL CITY
NonResidential,Other,2,25920,0,60.0,0.36,75,0.0,51.44,0.9,12960.0,4.65,666716.06,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,4,30525,0,17.0,2.41,88,0.0,94.45,0.51,7631.25,18.4,720784.75,0.74,0.26,0.0,CENTRAL CITY
NonResidential,Other,3,20411,0,0.0,3.49,104,0.0,98.7,1.0,6803.67,23.74,671491.96,0.38,0.0,0.62,CENTRAL CITY
